record_id,date,city,item_name,category,veg_nonveg,street_price,app_price,price_gap,app_premium_percent,restaurant_name,platform,rating,review_count,delivery_time,collection_type
419,2025-02-09,Kolkata,Chicken Biryani,Biryani,Non-Veg,185,415,229,124,Street Treats,Magicpin,3.6,7895,29,Synthetic
420,2025-07-12,Bangalore,Tea,Beverage,Veg,23,43,20,87,Shah Ghouse,Swiggy,3.6,16076,44,Synthetic
421,2025-02-05,Mumbai,Veg Biryani,Biryani,Veg,246,606,361,147,Mehfil,Zomato,4.4,2003,34,Synthetic
422,2025-10-12,Hyderabad,Paneer Biryani,Biryani,Veg,259,522,262,101,Urban Bites,Magicpin,3.7,7872,44,Synthetic
423,2025-08-04,Bangalore,Uttapam,South Indian,Veg,95,149,54,57,Street Treats,Swiggy,3.9,16004,55,Synthetic
424,2025-10-10,Bangalore,Pizza Slice,Fast Food,Veg,174,242,68,39,Shah Ghouse,Swiggy,3.7,18103,35,Synthetic
425,2025-04-13,Mumbai,Chicken Burger,Fast Food,Non-Veg,213,299,86,41,Food Junction,Magicpin,3.8,2656,38,Synthetic
426,2025-03-20,Mumbai,Vada,South Indian,Veg,25,32,6,25,Spice Hub,Magicpin,3.6,17678,28,Synthetic
427,2025-09-08,Delhi,Idli,South Indian,Veg,22,43,22,100,Urban Bites,Magicpin,4.5,14712,25,Synthetic
428,2025-10-24,Bangalore,Idli,South Indian,Veg,59,122,62,105,Street Treats,Magicpin,3.8,12043,43,Synthetic
429,2025-08-26,Hyderabad,Sandwich,Fast Food,Veg,65,111,46,72,Tasty Corner,Swiggy,4.4,7194,39,Synthetic
430,2025-04-25,Hyderabad,Veg Puff,Bakery,Veg,37,52,15,42,Mehfil,Magicpin,4.8,19481,17,Synthetic
431,2025-02-19,Bangalore,Chicken Biryani,Biryani,Non-Veg,262,342,80,30,Food Junction,Swiggy,4.7,6281,26,Synthetic
432,2025-02-03,Delhi,Veg Biryani,Biryani,Veg,181,381,200,111,Spice Hub,Swiggy,4.3,19926,22,Synthetic
433,2025-06-05,Hyderabad,Grilled Sandwich,Fast Food,Veg,97,220,122,126,Paradise,Zomato,4.2,12780,20,Synthetic
434,2025-12-05,Mumbai,Momos,Street Food,Veg,91,145,54,59,Street Treats,Zomato,3.7,7089,18,Synthetic
435,2025-04-16,Chennai,Manchurian,Street Food,Veg,169,232,63,38,Mehfil,Magicpin,3.6,17564,36,Synthetic
436,2025-01-21,Delhi,Pizza Slice,Fast Food,Veg,92,167,74,80,Urban Bites,Zomato,4.7,9696,18,Synthetic
437,2025-09-09,Chennai,Vada,South Indian,Veg,26,42,15,57,Cafe Delight,Magicpin,3.9,16484,37,Synthetic
438,2025-11-10,Kolkata,Pani Puri,Street Food,Veg,28,52,24,83,Urban Bites,Zomato,3.8,6306,45,Synthetic
439,2025-09-03,Bangalore,Veg Puff,Bakery,Veg,30,41,11,36,Mehfil,Swiggy,4.4,15011,24,Synthetic
440,2025-07-31,Bangalore,Veg Pulao,Rice,Veg,126,227,101,80,Urban Bites,Zomato,3.9,8864,34,Synthetic
441,2025-03-17,Bangalore,Paneer Biryani,Biryani,Veg,172,245,73,42,Food Junction,Zomato,4.6,19462,42,Synthetic
442,2025-08-12,Bangalore,Masala Dosa,South Indian,Veg,118,282,163,138,Spice Hub,Zomato,4.0,8064,19,Synthetic
443,2025-08-24,Kolkata,Veg Puff,Bakery,Veg,25,34,10,39,Cafe Delight,Magicpin,4.2,17339,56,Synthetic
444,2025-07-14,Kolkata,Veg Burger,Fast Food,Veg,101,216,114,113,Shah Ghouse,Swiggy,4.6,5864,54,Synthetic
445,2025-01-11,Kolkata,French Fries,Fast Food,Veg,97,187,91,94,Pista House,Zomato,4.4,590,41,Synthetic
446,2025-09-24,Chennai,Vada,South Indian,Veg,32,41,9,29,Mehfil,Zomato,4.5,2869,35,Synthetic
447,2025-01-31,Bangalore,Plain Dosa,South Indian,Veg,39,92,53,138,Tasty Corner,Zomato,4.6,15475,24,Synthetic
448,2025-01-06,Chennai,Uttapam,South Indian,Veg,104,221,117,112,Urban Bites,Zomato,4.8,17607,23,Synthetic
449,2025-03-08,Hyderabad,Pizza Slice,Fast Food,Veg,94,206,112,119,Cafe Delight,Swiggy,4.6,9103,37,Synthetic
450,2025-12-27,Mumbai,Chicken Biryani,Biryani,Non-Veg,186,365,180,97,Paradise,Zomato,4.7,18945,58,Synthetic
451,2025-06-02,Kolkata,Paneer Biryani,Biryani,Veg,181,406,225,124,Urban Bites,Swiggy,4.6,14326,32,Synthetic
452,2025-12-25,Delhi,Chicken Biryani,Biryani,Non-Veg,260,450,191,73,Shah Ghouse,Magicpin,3.6,6567,38,Synthetic
453,2025-11-03,Hyderabad,Tea,Beverage,Veg,15,20,5,33,Urban Bites,Swiggy,3.6,8385,35,Synthetic
454,2025-09-30,Hyderabad,Fried Rice,Rice,Veg,124,166,43,34,Paradise,Swiggy,4.4,4722,48,Synthetic
455,2025-04-12,Bangalore,Upma,South Indian,Veg,56,90,34,61,Paradise,Swiggy,4.2,1692,55,Synthetic
456,2025-01-08,Mumbai,French Fries,Fast Food,Veg,117,150,34,29,Pista House,Swiggy,4.2,14674,32,Synthetic
457,2025-03-14,Hyderabad,Pizza Slice,Fast Food,Veg,84,203,119,142,Food Junction,Zomato,3.9,5172,47,Synthetic
458,2025-11-12,Delhi,Upma,South Indian,Veg,61,120,59,98,Shah Ghouse,Magicpin,4.5,9236,52,Synthetic
459,2025-01-15,Mumbai,Fried Rice,Rice,Veg,177,437,260,147,Cafe Delight,Magicpin,3.7,4420,39,Synthetic
460,2025-06-24,Bangalore,Coffee,Beverage,Veg,42,87,45,105,Urban Bites,Swiggy,4.3,12250,34,Synthetic
461,2025-12-14,Chennai,Coffee,Beverage,Veg,52,73,22,42,Pista House,Magicpin,4.8,16482,57,Synthetic
462,2025-07-30,Kolkata,Chicken Fried Rice,Rice,Non-Veg,156,375,219,140,Tasty Corner,Magicpin,3.7,9523,22,Synthetic
463,2025-07-18,Delhi,Chicken Fried Rice,Rice,Non-Veg,146,300,154,106,Street Treats,Zomato,3.9,11728,31,Synthetic
464,2025-06-05,Hyderabad,Grilled Sandwich,Fast Food,Veg,102,217,115,112,Shah Ghouse,Swiggy,3.8,10503,20,Synthetic
465,2025-12-08,Kolkata,Pani Puri,Street Food,Veg,22,48,26,114,Cafe Delight,Zomato,4.0,1596,22,Synthetic
466,2025-04-20,Chennai,Idli,South Indian,Veg,26,42,16,64,Food Junction,Zomato,3.9,6829,30,Synthetic
467,2025-12-05,Chennai,Chicken Fried Rice,Rice,Non-Veg,143,236,94,66,Cafe Delight,Magicpin,4.6,14117,35,Synthetic
468,2025-04-04,Bangalore,Chicken Burger,Fast Food,Non-Veg,210,505,295,140,Urban Bites,Swiggy,4.6,12450,57,Synthetic
469,2025-05-08,Bangalore,Chicken Biryani,Biryani,Non-Veg,348,636,288,83,Tasty Corner,Zomato,3.5,2238,39,Synthetic
470,2025-05-09,Delhi,Veg Biryani,Biryani,Veg,233,428,194,83,Urban Bites,Swiggy,3.9,2971,53,Synthetic
471,2025-08-01,Mumbai,Chicken Burger,Fast Food,Non-Veg,179,405,225,126,Food Junction,Swiggy,3.5,10855,28,Synthetic
472,2025-11-28,Delhi,Masala Dosa,South Indian,Veg,118,226,108,91,Shah Ghouse,Swiggy,4.5,8203,40,Synthetic
473,2025-05-08,Delhi,Paneer Biryani,Biryani,Veg,252,422,171,68,Shah Ghouse,Swiggy,4.6,4155,28,Synthetic
474,2025-11-22,Mumbai,Tea,Beverage,Veg,17,39,22,132,Street Treats,Magicpin,4.6,10216,43,Synthetic
475,2025-04-04,Bangalore,Noodles,Street Food,Veg,90,203,114,127,Street Treats,Zomato,4.2,292,22,Synthetic
476,2025-09-09,Kolkata,Chicken Burger,Fast Food,Non-Veg,110,142,31,28,Tasty Corner,Swiggy,4.6,7640,26,Synthetic
477,2025-07-28,Kolkata,Fried Rice,Rice,Veg,81,118,37,46,Tasty Corner,Swiggy,4.4,12891,41,Synthetic
478,2025-05-06,Chennai,Plain Dosa,South Indian,Veg,75,166,91,122,Shah Ghouse,Magicpin,4.1,19334,29,Synthetic
479,2025-12-21,Chennai,Chicken Burger,Fast Food,Non-Veg,198,421,223,113,Cafe Delight,Swiggy,4.4,622,52,Synthetic
480,2025-03-24,Kolkata,Fried Rice,Rice,Veg,108,194,86,80,Cafe Delight,Zomato,4.4,4127,52,Synthetic
481,2025-11-11,Delhi,Chicken Biryani,Biryani,Non-Veg,261,591,330,127,Tasty Corner,Swiggy,3.7,15653,38,Synthetic
482,2025-12-27,Hyderabad,Pani Puri,Street Food,Veg,42,62,20,49,Tasty Corner,Swiggy,4.9,16361,29,Synthetic
483,2025-03-13,Kolkata,Masala Dosa,South Indian,Veg,109,138,29,26,Paradise,Magicpin,4.4,13781,18,Synthetic
484,2025-06-21,Delhi,Uttapam,South Indian,Veg,116,252,136,118,Pista House,Zomato,3.9,1836,44,Synthetic
485,2025-05-26,Kolkata,Veg Burger,Fast Food,Veg,143,179,36,26,Mehfil,Zomato,3.6,12663,47,Synthetic
486,2025-01-30,Hyderabad,Chicken Fried Rice,Rice,Non-Veg,169,306,137,81,Spice Hub,Swiggy,4.1,19757,25,Synthetic
487,2025-06-20,Hyderabad,Chicken Fried Rice,Rice,Non-Veg,122,244,123,100,Cafe Delight,Magicpin,3.6,11347,19,Synthetic
488,2025-12-16,Chennai,Chicken Burger,Fast Food,Non-Veg,196,289,93,47,Food Junction,Swiggy,3.9,10983,44,Synthetic
489,2025-03-28,Kolkata,Veg Pulao,Rice,Veg,138,332,193,139,Paradise,Magicpin,4.1,7261,38,Synthetic
490,2025-05-23,Hyderabad,Coffee,Beverage,Veg,40,84,44,109,Shah Ghouse,Magicpin,4.5,11424,51,Synthetic
491,2025-01-14,Kolkata,Veg Puff,Bakery,Veg,28,49,21,73,Paradise,Magicpin,4.6,17902,16,Synthetic
492,2025-02-22,Kolkata,Plain Dosa,South Indian,Veg,59,78,19,32,Cafe Delight,Magicpin,3.9,349,34,Synthetic
493,2025-05-22,Delhi,Chicken Biryani,Biryani,Non-Veg,237,532,294,124,Cafe Delight,Zomato,3.6,7704,47,Synthetic
494,2025-04-08,Hyderabad,Veg Pulao,Rice,Veg,120,291,171,143,Shah Ghouse,Swiggy,4.7,12154,30,Synthetic
495,2025-11-02,Hyderabad,Momos,Street Food,Veg,111,207,96,87,Street Treats,Magicpin,4.6,3707,58,Synthetic
496,2025-08-13,Chennai,Idli,South Indian,Veg,52,125,73,140,Food Junction,Swiggy,4.3,18695,36,Synthetic
497,2025-03-14,Mumbai,Coffee,Beverage,Veg,22,32,10,48,Shah Ghouse,Magicpin,4.0,9701,55,Synthetic
498,2025-09-22,Mumbai,Pani Puri,Street Food,Veg,53,104,50,95,Tasty Corner,Zomato,4.5,19981,28,Synthetic
499,2025-01-12,Hyderabad,Veg Puff,Bakery,Veg,33,79,47,142,Cafe Delight,Zomato,4.7,3078,46,Synthetic
500,2025-05-30,Delhi,Veg Biryani,Biryani,Veg,172,349,177,103,Cafe Delight,Magicpin,4.6,19925,21,Synthetic
501,2025-10-19,Kolkata,Idli,South Indian,Veg,59,117,58,98,Cafe Delight,Magicpin,4.8,4831,26,Synthetic
502,2025-05-30,Delhi,Fried Rice,Rice,Veg,81,128,47,58,Tasty Corner,Magicpin,4.6,10499,47,Synthetic
503,2025-05-25,Delhi,Chicken Burger,Fast Food,Non-Veg,114,195,81,71,Spice Hub,Zomato,3.8,11775,28,Synthetic
504,2025-05-18,Delhi,Veg Biryani,Biryani,Veg,165,268,103,63,Paradise,Zomato,4.5,9505,33,Synthetic
505,2025-01-21,Delhi,Pani Puri,Street Food,Veg,22,41,19,84,Tasty Corner,Swiggy,4.0,12518,15,Synthetic
506,2025-01-11,Mumbai,Idli,South Indian,Veg,31,67,36,114,Spice Hub,Magicpin,4.5,15022,29,Synthetic
507,2025-07-11,Bangalore,Veg Burger,Fast Food,Veg,83,114,31,37,Mehfil,Magicpin,3.8,16728,35,Synthetic
508,2025-09-13,Chennai,Veg Burger,Fast Food,Veg,83,169,87,105,Paradise,Zomato,4.8,14307,52,Synthetic
509,2025-10-22,Chennai,Idli,South Indian,Veg,44,111,67,150,Tasty Corner,Magicpin,4.0,9902,48,Synthetic
510,2025-08-06,Hyderabad,Fried Rice,Rice,Veg,149,329,180,120,Pista House,Swiggy,3.6,14000,39,Synthetic
511,2025-07-30,Hyderabad,Chicken Burger,Fast Food,Non-Veg,216,421,205,95,Shah Ghouse,Swiggy,4.4,18799,28,Synthetic
512,2025-12-08,Chennai,Sandwich,Fast Food,Veg,117,243,126,108,Paradise,Zomato,4.1,11657,43,Synthetic
513,2025-04-01,Hyderabad,Chicken Biryani,Biryani,Non-Veg,315,649,334,106,Paradise,Swiggy,4.8,6669,50,Synthetic
514,2025-09-11,Mumbai,Sandwich,Fast Food,Veg,60,140,80,133,Tasty Corner,Magicpin,3.7,2961,57,Synthetic
515,2025-05-02,Kolkata,Coffee,Beverage,Veg,25,53,28,112,Urban Bites,Magicpin,4.3,8269,46,Synthetic
516,2025-10-30,Kolkata,Veg Pulao,Rice,Veg,92,138,46,50,Cafe Delight,Magicpin,3.7,5970,54,Synthetic
517,2025-05-11,Kolkata,Fried Rice,Rice,Veg,105,140,35,34,Shah Ghouse,Swiggy,4.8,1227,52,Synthetic
518,2025-09-14,Delhi,Uttapam,South Indian,Veg,92,111,19,20,Mehfil,Zomato,4.5,16518,52,Synthetic
519,2025-04-29,Chennai,Sandwich,Fast Food,Veg,75,161,87,116,Shah Ghouse,Swiggy,3.7,5283,33,Synthetic
520,2025-05-05,Kolkata,Manchurian,Street Food,Veg,80,115,35,44,Tasty Corner,Magicpin,3.6,6660,40,Synthetic
521,2025-07-08,Delhi,Idli,South Indian,Veg,24,50,26,107,Shah Ghouse,Zomato,4.4,17190,18,Synthetic
522,2025-11-27,Delhi,Veg Puff,Bakery,Veg,39,73,33,84,Paradise,Zomato,4.9,3506,53,Synthetic
523,2025-09-16,Chennai,Uttapam,South Indian,Veg,65,133,68,105,Street Treats,Magicpin,4.4,14646,46,Synthetic
524,2025-03-05,Mumbai,Tea,Beverage,Veg,11,16,5,45,Pista House,Zomato,3.8,19779,42,Synthetic
525,2025-07-01,Hyderabad,Idli,South Indian,Veg,47,63,16,33,Cafe Delight,Swiggy,3.9,4659,21,Synthetic
526,2025-09-07,Hyderabad,Veg Pulao,Rice,Veg,107,213,107,100,Food Junction,Swiggy,4.2,6611,41,Synthetic
527,2025-04-20,Chennai,Pizza Slice,Fast Food,Veg,125,155,30,24,Pista House,Swiggy,3.7,10541,37,Synthetic
528,2025-01-29,Chennai,Sandwich,Fast Food,Veg,107,224,117,110,Tasty Corner,Zomato,4.6,18865,51,Synthetic
529,2025-07-25,Hyderabad,Vada,South Indian,Veg,49,120,71,146,Food Junction,Magicpin,3.7,5998,40,Synthetic
530,2025-08-12,Bangalore,Upma,South Indian,Veg,39,56,17,44,Street Treats,Swiggy,4.5,566,26,Synthetic
531,2025-11-13,Bangalore,French Fries,Fast Food,Veg,113,274,161,143,Cafe Delight,Swiggy,3.7,1483,45,Synthetic
532,2025-04-07,Delhi,Uttapam,South Indian,Veg,65,87,22,33,Spice Hub,Magicpin,3.6,17127,26,Synthetic
533,2025-11-07,Delhi,Manchurian,Street Food,Veg,94,192,98,105,Shah Ghouse,Zomato,3.5,15255,21,Synthetic
534,2025-02-28,Bangalore,Chicken Biryani,Biryani,Non-Veg,227,283,56,24,Tasty Corner,Zomato,4.5,5389,30,Synthetic
535,2025-01-23,Hyderabad,Veg Pulao,Rice,Veg,174,410,236,135,Street Treats,Magicpin,3.7,19912,48,Synthetic
536,2025-08-23,Mumbai,Idli,South Indian,Veg,26,41,15,60,Mehfil,Magicpin,4.5,11498,19,Synthetic
537,2025-03-24,Delhi,Veg Puff,Bakery,Veg,29,61,32,110,Mehfil,Magicpin,3.5,6647,15,Synthetic
538,2025-06-24,Mumbai,Vada,South Indian,Veg,47,114,67,143,Mehfil,Swiggy,4.4,647,27,Synthetic
539,2025-04-23,Delhi,Sandwich,Fast Food,Veg,90,135,44,49,Food Junction,Zomato,4.4,3427,18,Synthetic
540,2025-09-25,Bangalore,Plain Dosa,South Indian,Veg,60,93,33,56,Tasty Corner,Swiggy,4.2,5343,43,Synthetic
541,2025-05-26,Bangalore,Chicken Burger,Fast Food,Non-Veg,94,185,91,96,Street Treats,Magicpin,3.5,3635,43,Synthetic
542,2025-07-19,Bangalore,Noodles,Street Food,Veg,82,100,18,22,Spice Hub,Zomato,4.3,1163,19,Synthetic
543,2025-02-27,Bangalore,Sandwich,Fast Food,Veg,94,181,87,92,Spice Hub,Zomato,4.4,14874,52,Synthetic
544,2025-11-25,Mumbai,Veg Puff,Bakery,Veg,36,75,39,106,Tasty Corner,Magicpin,4.7,13662,51,Synthetic
545,2025-03-18,Chennai,Fried Rice,Rice,Veg,80,130,50,62,Urban Bites,Swiggy,3.6,1890,32,Synthetic
546,2025-09-29,Kolkata,Masala Dosa,South Indian,Veg,103,244,141,136,Spice Hub,Swiggy,4.6,3379,51,Synthetic
547,2025-06-08,Chennai,Coffee,Beverage,Veg,58,136,79,136,Shah Ghouse,Swiggy,3.6,3286,36,Synthetic
548,2025-09-20,Mumbai,Veg Burger,Fast Food,Veg,124,272,148,119,Urban Bites,Magicpin,4.2,16589,35,Synthetic
549,2025-05-23,Hyderabad,Chicken Fried Rice,Rice,Non-Veg,169,206,37,22,Cafe Delight,Zomato,3.6,7884,55,Synthetic
550,2025-03-28,Hyderabad,Chicken Fried Rice,Rice,Non-Veg,184,402,218,119,Pista House,Zomato,4.0,12789,25,Synthetic
551,2025-03-07,Kolkata,Pani Puri,Street Food,Veg,37,81,44,122,Mehfil,Zomato,4.1,13427,25,Synthetic
552,2025-01-21,Bangalore,Veg Pulao,Rice,Veg,95,133,38,39,Paradise,Magicpin,4.7,12993,17,Synthetic
553,2025-01-26,Mumbai,Coffee,Beverage,Veg,29,61,32,110,Pista House,Swiggy,4.1,19368,58,Synthetic
554,2025-06-03,Chennai,Grilled Sandwich,Fast Food,Veg,140,350,210,150,Food Junction,Swiggy,4.3,11917,32,Synthetic
555,2025-09-14,Kolkata,Veg Puff,Bakery,Veg,49,95,46,94,Spice Hub,Zomato,4.6,9495,18,Synthetic
556,2025-06-18,Delhi,Vada,South Indian,Veg,38,77,38,100,Pista House,Swiggy,3.7,1618,56,Synthetic
557,2025-11-29,Hyderabad,Paneer Biryani,Biryani,Veg,274,655,381,139,Street Treats,Swiggy,4.8,14469,48,Synthetic
558,2025-03-01,Chennai,Masala Dosa,South Indian,Veg,66,133,67,102,Street Treats,Magicpin,4.6,1083,24,Synthetic
559,2025-09-22,Mumbai,Veg Biryani,Biryani,Veg,205,417,212,103,Street Treats,Swiggy,3.6,16788,37,Synthetic
560,2025-11-15,Hyderabad,Plain Dosa,South Indian,Veg,34,43,9,27,Urban Bites,Swiggy,3.7,14613,31,Synthetic
561,2025-09-23,Hyderabad,Veg Puff,Bakery,Veg,41,97,56,137,Pista House,Zomato,4.3,4102,51,Synthetic
562,2025-08-23,Bangalore,Veg Biryani,Biryani,Veg,224,443,220,98,Tasty Corner,Zomato,4.1,978,42,Synthetic
563,2025-09-09,Kolkata,Pizza Slice,Fast Food,Veg,110,195,85,78,Spice Hub,Swiggy,4.4,19528,36,Synthetic
564,2025-11-28,Delhi,Fried Rice,Rice,Veg,125,182,56,45,Cafe Delight,Zomato,4.3,16019,51,Synthetic
565,2025-01-30,Bangalore,Tea,Beverage,Veg,15,20,5,32,Pista House,Zomato,4.7,5667,41,Synthetic
566,2025-01-14,Bangalore,Chicken Burger,Fast Food,Non-Veg,155,201,46,30,Cafe Delight,Swiggy,3.7,18461,35,Synthetic
567,2025-07-25,Kolkata,Plain Dosa,South Indian,Veg,67,161,94,139,Mehfil,Swiggy,4.6,15110,25,Synthetic
568,2025-04-17,Chennai,Veg Biryani,Biryani,Veg,143,192,49,34,Spice Hub,Swiggy,4.2,18180,41,Synthetic
569,2025-07-05,Bangalore,Tea,Beverage,Veg,24,34,10,43,Spice Hub,Swiggy,4.7,437,60,Synthetic
570,2025-04-20,Mumbai,Grilled Sandwich,Fast Food,Veg,79,167,88,111,Urban Bites,Zomato,4.8,12671,50,Synthetic
571,2025-09-27,Hyderabad,Plain Dosa,South Indian,Veg,47,90,43,90,Mehfil,Zomato,4.4,11879,55,Synthetic
572,2025-05-14,Mumbai,Uttapam,South Indian,Veg,103,190,87,84,Street Treats,Swiggy,4.2,6614,26,Synthetic
573,2025-11-18,Mumbai,French Fries,Fast Food,Veg,116,151,35,30,Urban Bites,Magicpin,4.4,15349,39,Synthetic
574,2025-12-17,Bangalore,Pani Puri,Street Food,Veg,59,96,37,63,Pista House,Magicpin,3.8,9356,55,Synthetic
575,2025-11-18,Hyderabad,Coffee,Beverage,Veg,27,36,9,33,Urban Bites,Swiggy,4.6,17480,51,Synthetic
576,2025-08-04,Hyderabad,Vada,South Indian,Veg,32,67,35,110,Pista House,Zomato,4.6,2551,30,Synthetic
577,2025-07-21,Hyderabad,Veg Puff,Bakery,Veg,49,85,36,74,Mehfil,Magicpin,4.9,12925,52,Synthetic
578,2025-01-23,Hyderabad,Veg Puff,Bakery,Veg,24,37,13,52,Tasty Corner,Swiggy,3.8,11987,48,Synthetic
579,2025-07-18,Kolkata,Veg Pulao,Rice,Veg,107,167,61,57,Urban Bites,Magicpin,4.6,15347,53,Synthetic
580,2025-10-12,Hyderabad,Masala Dosa,South Indian,Veg,72,135,63,88,Pista House,Magicpin,4.1,5254,29,Synthetic
581,2025-07-13,Hyderabad,Tea,Beverage,Veg,22,37,15,70,Food Junction,Swiggy,3.8,4894,54,Synthetic
582,2025-02-23,Kolkata,Chicken Burger,Fast Food,Non-Veg,143,191,48,34,Street Treats,Magicpin,4.8,1271,54,Synthetic
583,2025-03-25,Chennai,Paneer Biryani,Biryani,Veg,236,402,166,70,Spice Hub,Zomato,3.7,7959,58,Synthetic
584,2025-04-12,Delhi,Veg Biryani,Biryani,Veg,209,305,96,46,Street Treats,Swiggy,3.8,1475,25,Synthetic
585,2025-10-03,Kolkata,Plain Dosa,South Indian,Veg,48,101,53,110,Spice Hub,Zomato,3.6,3301,17,Synthetic
586,2025-09-08,Kolkata,Sandwich,Fast Food,Veg,60,80,20,34,Paradise,Magicpin,3.9,10744,16,Synthetic
587,2025-07-11,Kolkata,Grilled Sandwich,Fast Food,Veg,121,232,111,92,Street Treats,Magicpin,4.9,9413,17,Synthetic
588,2025-06-16,Chennai,Idli,South Indian,Veg,42,54,12,29,Street Treats,Swiggy,4.6,19633,47,Synthetic
589,2025-08-18,Delhi,Veg Biryani,Biryani,Veg,153,342,189,124,Spice Hub,Swiggy,4.6,2251,50,Synthetic
590,2025-07-04,Hyderabad,Momos,Street Food,Veg,122,162,39,32,Street Treats,Zomato,4.2,13837,52,Synthetic
591,2025-01-02,Hyderabad,Noodles,Street Food,Veg,65,106,41,64,Shah Ghouse,Zomato,4.9,18766,26,Synthetic
592,2025-01-16,Hyderabad,Coffee,Beverage,Veg,56,118,62,110,Shah Ghouse,Zomato,4.3,8679,19,Synthetic
593,2025-12-07,Hyderabad,Fried Rice,Rice,Veg,145,352,207,143,Tasty Corner,Zomato,4.7,8022,43,Synthetic
594,2025-09-20,Bangalore,Veg Pulao,Rice,Veg,133,281,148,111,Mehfil,Zomato,3.7,1936,17,Synthetic
595,2025-11-04,Chennai,Uttapam,South Indian,Veg,82,166,83,101,Pista House,Magicpin,4.0,14235,42,Synthetic
596,2025-12-25,Chennai,Idli,South Indian,Veg,43,100,57,133,Pista House,Magicpin,3.8,14707,23,Synthetic
597,2025-12-24,Bangalore,Paneer Biryani,Biryani,Veg,170,229,58,34,Cafe Delight,Swiggy,4.7,16499,52,Synthetic
598,2025-03-17,Chennai,Coffee,Beverage,Veg,21,51,30,146,Food Junction,Zomato,4.0,7051,21,Synthetic
599,2025-05-31,Kolkata,Grilled Sandwich,Fast Food,Veg,118,147,28,24,Pista House,Magicpin,3.9,18533,47,Synthetic
600,2025-06-28,Kolkata,Idli,South Indian,Veg,23,57,33,144,Mehfil,Zomato,3.9,9544,57,Synthetic
601,2025-02-13,Kolkata,Pani Puri,Street Food,Veg,20,26,6,28,Tasty Corner,Swiggy,4.7,4125,52,Synthetic
602,2025-11-14,Kolkata,Momos,Street Food,Veg,99,141,42,43,Cafe Delight,Zomato,3.6,5225,29,Synthetic
603,2025-07-16,Hyderabad,Plain Dosa,South Indian,Veg,53,79,26,48,Tasty Corner,Swiggy,4.8,489,59,Synthetic
604,2025-01-08,Mumbai,Veg Pulao,Rice,Veg,96,171,74,77,Street Treats,Zomato,3.9,5092,45,Synthetic
605,2025-05-15,Kolkata,Masala Dosa,South Indian,Veg,77,109,32,41,Mehfil,Zomato,4.0,5744,42,Synthetic
606,2025-07-23,Delhi,Upma,South Indian,Veg,32,45,14,43,Street Treats,Zomato,4.1,17832,32,Synthetic
607,2025-04-06,Bangalore,Idli,South Indian,Veg,53,69,15,29,Shah Ghouse,Zomato,4.3,13669,57,Synthetic
608,2025-08-20,Hyderabad,Momos,Street Food,Veg,123,176,54,44,Food Junction,Swiggy,4.0,3784,37,Synthetic
609,2025-01-22,Mumbai,Uttapam,South Indian,Veg,104,156,53,51,Shah Ghouse,Zomato,4.3,14438,17,Synthetic
610,2025-04-09,Chennai,Upma,South Indian,Veg,45,75,30,65,Spice Hub,Zomato,4.8,8167,49,Synthetic
611,2025-11-02,Chennai,Coffee,Beverage,Veg,56,78,22,40,Food Junction,Magicpin,3.7,15303,16,Synthetic
612,2025-02-09,Bangalore,Grilled Sandwich,Fast Food,Veg,107,139,32,30,Mehfil,Zomato,4.8,8028,57,Synthetic
613,2025-01-13,Mumbai,Uttapam,South Indian,Veg,62,155,93,149,Paradise,Zomato,4.3,8232,56,Synthetic
614,2025-04-04,Bangalore,Fried Rice,Rice,Veg,150,193,43,29,Shah Ghouse,Zomato,3.8,9885,22,Synthetic
615,2025-12-08,Delhi,Noodles,Street Food,Veg,110,197,87,79,Cafe Delight,Magicpin,4.3,3415,52,Synthetic
616,2025-07-21,Bangalore,Manchurian,Street Food,Veg,163,294,130,80,Street Treats,Swiggy,4.7,16478,50,Synthetic
617,2025-12-26,Kolkata,Chicken Biryani,Biryani,Non-Veg,330,531,201,61,Mehfil,Swiggy,4.1,10837,41,Synthetic
618,2025-05-30,Hyderabad,Coffee,Beverage,Veg,44,85,41,93,Urban Bites,Zomato,4.5,8323,43,Synthetic
619,2025-08-31,Delhi,Veg Burger,Fast Food,Veg,86,140,54,63,Tasty Corner,Magicpin,4.9,12230,20,Synthetic
620,2025-05-09,Delhi,Masala Dosa,South Indian,Veg,102,124,21,21,Pista House,Swiggy,4.6,17125,15,Synthetic
621,2025-01-09,Kolkata,Upma,South Indian,Veg,31,55,24,78,Mehfil,Swiggy,3.9,2721,50,Synthetic
622,2025-05-16,Kolkata,Fried Rice,Rice,Veg,144,196,52,36,Paradise,Magicpin,4.1,18451,27,Synthetic
623,2025-07-17,Mumbai,Grilled Sandwich,Fast Food,Veg,79,134,56,70,Mehfil,Swiggy,4.8,18506,50,Synthetic
624,2025-02-25,Kolkata,Idli,South Indian,Veg,31,59,28,91,Paradise,Zomato,3.9,7510,26,Synthetic
625,2025-01-10,Mumbai,Noodles,Street Food,Veg,124,308,184,149,Cafe Delight,Swiggy,3.8,16294,42,Synthetic
626,2025-09-17,Mumbai,Chicken Biryani,Biryani,Non-Veg,292,624,332,114,Shah Ghouse,Zomato,4.2,7102,45,Synthetic
627,2025-06-12,Kolkata,Uttapam,South Indian,Veg,108,168,60,55,Pista House,Swiggy,4.9,9088,16,Synthetic
